username,user_metrics,location,text,created_at,id,lang,metrics,republican,clean_text,sentiment,,,,
Quicklitning,"{'followers_count': 36907, 'following_count': 35377, 'tweet_count': 28029, 'listed_count': 7}",,@GOP #BidenBoom   Cleaning up the Trump and Republican economic covid mess.,2023-02-03 22:19:22+00:00,37953,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,     clean up the trump and republican economic covid mess ,['negative'],,,,
Adssforu,"{'followers_count': 1, 'following_count': 42, 'tweet_count': 15, 'listed_count': 0}",,"@RepMcClintock regarding your comments on Puerto Rico, you only confirmed what we already were, Second Class citizens. No voting in congress, taxed, and still under Jim crow laws. But what can you expect, its always the same story with republicans.",2023-02-03 22:19:22+00:00,680,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  regard your comment on puerto rico you only confirm what we already be second class citizen no voting in congress tax and still under jim crow law but what can you expect its always the same story with republicans ,['negative'],,,,
JHarwood_______,"{'followers_count': 450, 'following_count': 2975, 'tweet_count': 25708, 'listed_count': 1}",,"Trump Sold US Secrets to China! SAVE IT REPUBLICAN TRAITOR! 

GOP Mouthpiece is Stephen Miller! 🤣🤣🤣 https://t.co/OeTVFYrpgc",2023-02-03 22:19:22+00:00,28288,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,trump sell we secret to china save it republican traitor gop mouthpiece be stephen miller   ,['positive'],,,,
mom_2_kaluza,"{'followers_count': 59, 'following_count': 422, 'tweet_count': 4222, 'listed_count': 0}",New York,It IS NOT the Republican Party that makes me dislike you @AOC - ITS YOU !  FYI,2023-02-03 22:19:22+00:00,50851,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,it be not the republican party that make I dislike you    its you    fyi ,['positive'],,,,
theo36824794,"{'followers_count': 94, 'following_count': 32, 'tweet_count': 17350, 'listed_count': 3}",,REPORT: FBI Planning to Build New Headquarters Building TWICE THE SIZE of Pentagon - Republicans Need to Stop This https://t.co/HZjyBdRqPX,2023-02-03 22:19:21+00:00,35329,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,report fbi planning to build new headquarters building twice the size of pentagon   republicans need to stop this ,['negative'],,,,
i83701,"{'followers_count': 773, 'following_count': 2620, 'tweet_count': 30161, 'listed_count': 3}",,"School Choice scam sole intention..steal funds from public schools..in most all cases rouge republican legislatures force vouchers on a state against wishes of citizens..its a political move to kill schools,teachers &amp; ruin kids futures,it requires tax increases to maintain #Idpol https://t.co/TvnlxZ0XTK",2023-02-03 22:19:20+00:00,15616,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,school choice scam sole intentionsteal fund from public schoolsin most all case rouge republican legislature force voucher on a state against wish of citizensit a political move to kill schoolsteacher amp ruin kid futuresit require tax increase to maintain   ,['negative'],,,,
jenlantz2,"{'followers_count': 1500, 'following_count': 2500, 'tweet_count': 25308, 'listed_count': 6}",,"@TruthAgape It doesn't really matter. Your position is nuts &amp; anyone who sees people saying such insane things about little girls being pregnant presumes the person is a Republican. People who don't want little girls to endure that vote D when they see takes like this, which is most of us.",2023-02-03 22:19:20+00:00,15108,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  it do not really matter your position be nuts amp anyone who see people say such insane thing about little girl be pregnant presume the person be a republican people who do not want little girl to endure that vote d when they see take like this which be most of we ,['negative'],,,,
CookieSteward,"{'followers_count': 17114, 'following_count': 17971, 'tweet_count': 65981, 'listed_count': 10}",,It's #Florida for ya and perhaps it their version of The #Handmaiden. What ever they are doing is wrong and I blame @GovRonDeSantis and the Florida #Republicans. https://t.co/6kmbqf4YbB,2023-02-03 22:19:20+00:00,40193,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,it   for ya and perhaps it their version of the   what ever they be do be wrong and I blame   and the florida   ,['negative'],,,,
Rican_Writer,"{'followers_count': 249, 'following_count': 504, 'tweet_count': 1366, 'listed_count': 6}",,"Is it me, or doesn't it seem that every official caught for some perv illegality is a Republican? #GOPervs https://t.co/hguek6J0xr",2023-02-03 22:19:19+00:00,81728,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,be it I or do not it seem that every official catch for some perv illegality be a republican   ,['negative'],,,,
hurrricanejoel,"{'followers_count': 333, 'following_count': 2262, 'tweet_count': 4456, 'listed_count': 1}",Texas,"@HouseGOP There was no COVID before trump came into office. Therefore, using republican logic, COVID is entirely trumps fault.",2023-02-03 22:19:19+00:00,9504,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  there be no covid before trump come into office therefore use republican logic covid be entirely trump fault ,['negative'],,,,
AlwaysFaithful0,"{'followers_count': 161, 'following_count': 175, 'tweet_count': 5291, 'listed_count': 5}",,"@GarryGsvan @NEWSMAX Been registered Republican for 16+ years bud 

But I do vote Blue. The percentage of Red/Blue changes every round since I vote based on MY values and not that of the party I belong to.",2023-02-03 22:19:19+00:00,67777,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   be register republican for   year bud but I do vote blue the percentage of redblue change every round since I vote base on my value and not that of the party I belong to ,['positive'],,,,
AngelAt68135112,"{'followers_count': 19, 'following_count': 46, 'tweet_count': 4101, 'listed_count': 3}",,@FoxNews Republicans would call him a hero and patriot,2023-02-03 22:19:17+00:00,98881,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  republican would call he a hero and patriot ,['positive'],,,,
Sue72299423,"{'followers_count': 577, 'following_count': 2235, 'tweet_count': 14961, 'listed_count': 0}",,"All the republican party ever seems to do is whine, complain, blame and spread inaccuracies calling them facts. https://t.co/yQM8zUppRB",2023-02-03 22:19:16+00:00,73920,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,all the republican party ever seem to do be whine complain blame and spread inaccuracy call they fact ,['negative'],,,,
HakusanLad,"{'followers_count': 1713, 'following_count': 1864, 'tweet_count': 118855, 'listed_count': 108}",District of Columbia,"@TweetyBirdBuffy @Jim_Jordan So what’s your plan? Shoot it down and start a war? Even the Pentagon knows better than that.

While we’re on things we’re disgusted with, I’m disgusted with the Republicans and all their racism, misogyny and treason.",2023-02-03 22:19:16+00:00,3809,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   so what s your plan shoot it down and start a war even the pentagon know well than thatwhile be on thing be disgust with I m disgust with the republicans and all their racism misogyny and treason ,['negative'],,,,
RichCraniumJr,"{'followers_count': 20, 'following_count': 408, 'tweet_count': 366, 'listed_count': 1}",,@CollinRugg @WhiteIsTheFury What Republican wasn't in bed with China?... New Flash all of DC has sold us out!!!,2023-02-03 22:19:13+00:00,14145,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,   what republican be not in bed with china new flash all of dc have sell we out ,['negative'],,,,
Asp3nL0v3sU,"{'followers_count': 31, 'following_count': 93, 'tweet_count': 1419, 'listed_count': 0}",,hell no istg i cannot stand republicans https://t.co/XX9UGgGCSp,2023-02-03 22:19:13+00:00,87458,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,hell no istg I can not stand republican ,['negative'],,,,
AaronHenager1,"{'followers_count': 622, 'following_count': 915, 'tweet_count': 39971, 'listed_count': 14}",,@vannadam @byHeatherLong You think the media favors republicans?,2023-02-03 22:19:12+00:00,86241,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   you think the medium favor republican ,['positive'],,,,
BBisthebomb75,"{'followers_count': 25, 'following_count': 94, 'tweet_count': 4291, 'listed_count': 2}",,@CourierNewsroom And republicans have the extreme left to thank.,2023-02-03 22:19:12+00:00,82341,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  and republicans have the extreme left to thank ,['positive'],,,,
dontpanic1955,"{'followers_count': 9430, 'following_count': 9863, 'tweet_count': 515832, 'listed_count': 12}",Washington,@seungminkim @savedemocracy18 Be sure to make copies so the republicans can send the info on to Putin.,2023-02-03 22:19:10+00:00,41025,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   be sure to make copy so the republicans can send the info on to putin ,['positive'],,,,
GeorgeSanto_ish,"{'followers_count': 1567, 'following_count': 1646, 'tweet_count': 3317, 'listed_count': 2}",New York,@Digidoginc I would describe myself as center from traditional party policies. Todays Republican Party is unrecognizable to what I used to support which has driven me further left in todays world in all honesty,2023-02-03 22:19:10+00:00,68645,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  I would describe myself as center from traditional party policy today republican party be unrecognizable to what I use to support which have drive I far leave in today world in all honesty ,['positive'],,,,
kingbritt11,"{'followers_count': 5332, 'following_count': 5825, 'tweet_count': 40126, 'listed_count': 2}",Arkansas,"You know what’s weird? I haven’t seen on Twitter one Republican congratulating Biden and the WH for the better than expected jobs report. It’s got to be coming soon. It’s still hard to believe that when trump left office, he had lost more jobs than he created in 4 yrs.",2023-02-03 22:19:09+00:00,84672,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,you know what s weird I have not see on twitter one republican congratulate biden and the wh for the well than expect job report its got to be come soon its still hard to believe that when trump left office he have lose more job than he create in   yrs ,['positive'],,,,
2617Account,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 1005, 'listed_count': 0}",,"Also lincoln wanted slaves returned to africa and should be regarded as what he was… a republican lawyer president of usa. K not necessarily a liberty lover as he had poor irish sentenced to slaughter for liberty men who had not owned slaves k, so hes a smooth talker k",2023-02-03 22:19:09+00:00,87584,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,also lincoln want slave return to africa and should be regard as what he be a republican lawyer president of usa k not necessarily a liberty lover as he have poor irish sentence to slaughter for liberty man who have not own slave k so he s a smooth talker k ,['positive'],,,,
wallisweaver,"{'followers_count': 17659, 'following_count': 19233, 'tweet_count': 134202, 'listed_count': 24}",,Being a Republican means being an expert in theories that don’t work. https://t.co/biXR9lzpIZ,2023-02-03 22:19:07+00:00,37600,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1, 'impression_count': 1}",TRUE,be a republican mean be an expert in theory that do not work ,['negative'],,,,
artsyChica2012,"{'followers_count': 2687, 'following_count': 2415, 'tweet_count': 185424, 'listed_count': 278}",,"#January6thInsurrection Where's the accountability among the republicans?
#GOPBetrayedAmerica https://t.co/VAZSRlVJAE",2023-02-03 22:19:06+00:00,42849,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  where the accountability among the republicans ,['negative'],,,,
davegreenidge57,"{'followers_count': 14119, 'following_count': 13035, 'tweet_count': 74856, 'listed_count': 35}",Florida,"After the removal of @IlhanMN, it seems like a good time to discuss a few of the real, flesh and blood, Republican anti-Semites. Members of Congress who believe in Jews space lasers and spend their days running with actual, real-life, self-confessed Nazis.

Oh look! Here’s one! https://t.co/KvpZ03PvW9",2023-02-03 22:19:05+00:00,71136,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 4}",TRUE,after the removal of   it seem like a good time to discuss a few of the real flesh and blood republican antisemite member of congress who believe in jews space laser and spend their day run with actual reallife selfconfesse nazisoh look here one ,['positive'],,,,
KaelanDC,"{'followers_count': 1016, 'following_count': 1254, 'tweet_count': 5326, 'listed_count': 20}",Virginia,"NEW: Supreme Court Justice Clarence Thomas may soon be in the running for a statue after top Republicans in the Georgia state Senate announced plans to revive a proposal to memorialize him on the grounds of the state Capitol.

|@dcexaminer 

https://t.co/2Fs8cywVOd",2023-02-03 22:19:04+00:00,52256,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 5}",TRUE,new supreme court justice clarence thomas may soon be in the running for a statue after top republicans in the georgia state senate announce plan to revive a proposal to memorialize he on the ground of the state capitol ,['positive'],,,,
TNsmartass,"{'followers_count': 6498, 'following_count': 6327, 'tweet_count': 167411, 'listed_count': 24}",,Republicans are fixin to start imagining balloons on every corner.,2023-02-03 22:19:02+00:00,52961,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,republicans be fixin to start imagine balloon on every corner ,['negative'],,,,
William57657766,"{'followers_count': 11, 'following_count': 63, 'tweet_count': 276, 'listed_count': 0}",,"@POTUS We also do the highest prices in gas, highest inflation, highest freebies to keep people out of work, and not that Republicans are attacking these nonessential benefits people are going back to work cause the wages are not up with inflation, and people got to get jobs before all",2023-02-03 22:19:02+00:00,91587,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  we also do the high price in gas high inflation high freebie to keep people out of work and not that republicans be attack these nonessential benefit people be go back to work cause the wage be not up with inflation and people get to get job before all ,['positive'],,,,
JcindyinA,"{'followers_count': 408, 'following_count': 365, 'tweet_count': 149139, 'listed_count': 71}",Colorado,AOC drops the mic and blisters House Republicans before vote to oust Rep. Omar from committee https://t.co/Pjal5SNOql,2023-02-03 22:19:02+00:00,12800,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,aoc drop the mic and blister house republicans before vote to oust rep omar from committee ,['negative'],,,,
donjohnduck,"{'followers_count': 217, 'following_count': 354, 'tweet_count': 11568, 'listed_count': 0}",US,"@DashDobrofsky Because he doesn’t tell them he loves them and they’re all right etc. To the Republicans and their hypocrisy, it’s not what you Do, but what you Say.",2023-02-03 22:19:00+00:00,44288,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  because he do not tell they he love they and they re all right etc to the republicans and their hypocrisy its not what you do but what you say ,['positive'],,,,
deanchr86700273,"{'followers_count': 19, 'following_count': 20, 'tweet_count': 1816, 'listed_count': 0}",,@RepMTG Sister humping Republican hillbillies are your base,2023-02-03 22:19:00+00:00,8896,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  sister hump republican hillbilly be your base ,['negative'],,,,
footballsuz1564,"{'followers_count': 208, 'following_count': 127, 'tweet_count': 16783, 'listed_count': 5}",Kentucky,"@FoxNews This is the Presidents job. Republicans have complimented Biden with his successes in foreign affairs. Hawley can demand and act like he’s a big dog here, but in reality Hawley has 0 experience and 0 in foreign affairs. Hawley like other rookie Congressmen is just a mouth piece",2023-02-03 22:19:00+00:00,20448,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  this be the president job republicans have compliment biden with his success in foreign affair hawley can demand and act like he s a big dog here but in reality hawley have   experience and   in foreign affairs hawley like other rookie congressman be just a mouth piece ,['positive'],,,,
MajorSmith36,"{'followers_count': 20, 'following_count': 119, 'tweet_count': 1461, 'listed_count': 2}",Florida,@nytimes “Do as I say not as I do. Let the word hypocrisy be stricken from use when describing a republican” @GOP,2023-02-03 22:18:59+00:00,76321,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  do as I say not as I do let the word hypocrisy be stricken from use when describe a republican ,['negative'],,,,
abraham12321832,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 345, 'listed_count': 0}",,"#淫乱 #精选 #手淫 #高清 #妲己 #霸凌 #打架 #小三
Sport talk movement Republican arm.
🤐😀🤨😝💋 https://t.co/qiI6kf1OZq",2023-02-03 22:18:58+00:00,92896,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,        sport talk movement republican arm ,['negative'],,,,
Clawman6,"{'followers_count': 383, 'following_count': 468, 'tweet_count': 15520, 'listed_count': 1}",,"@SykesCharlie She'll be in church Sunday though, white republican Jesus gives them a pass week after week...and many thousands of others.",2023-02-03 22:18:57+00:00,89537,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  she will be in church sunday though white republican jesus give they a pass week after weekand many thousand of other ,['negative'],,,,
dardar06010,"{'followers_count': 12, 'following_count': 80, 'tweet_count': 2745, 'listed_count': 0}",,@DontStandttSide @ericswalwell The Republican Party would just laugh if Dems wore pictures on their clothing of school children who were massacred by an AR15.  The GOP is despicable.  What goes on in someone’s mind to wear an AR15 rifle pinned on their suit?  Do they really think this is okay?,2023-02-03 22:18:57+00:00,82315,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   the republican party would just laugh if dem wear picture on their clothing of school child who be massacre by an ar   the gop be despicable   what go on in someone mind to wear an ar rifle pin on their suit   do they really think this be okay ,['positive'],,,,
ByronMo05742730,"{'followers_count': 62, 'following_count': 84, 'tweet_count': 2465, 'listed_count': 1}",,@Jim_Jordan Maybe one our Republican Representatives or Senators from the states beneath the balloon should have seen and reported it!,2023-02-03 22:18:54+00:00,61792,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  maybe one our republican representative or senator from the state beneath the balloon should have see and report it ,['negative'],,,,
HaleyFansDotCom,"{'followers_count': 360, 'following_count': 121, 'tweet_count': 23217, 'listed_count': 5}",Texas,"@SituationJones @DC_Draino @SpeakerMcCarthy The Jan 6th hearing addressed said ""documentation."" And the people who testified under oath were mostly from Trump's admin or REPUBLICAN state officials. 

Trump will say/do anything he thinks will benefit him. He falsely declared victory election night.

https://t.co/KlTEhPODSF",2023-02-03 22:18:54+00:00,24641,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,    the jan th hearing address say documentation and the people who testify under oath be mostly from trump admin or republican state official trump will saydo anything he think will benefit he he falsely declare victory election night ,['positive'],,,,
SteveChisholm16,"{'followers_count': 3467, 'following_count': 3526, 'tweet_count': 4402, 'listed_count': 5}",Pennsylvania,"@TomCottonAR You are a Senator and this irresponsible? That’s right, your a Republican. 

The situation is being monitored by adults and they will react accordingly.",2023-02-03 22:18:54+00:00,29031,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  you be a senator and this irresponsible that s right your a republican the situation be be monitor by adult and they will react accordingly ,['negative'],,,,
terry1929,"{'followers_count': 99, 'following_count': 297, 'tweet_count': 13119, 'listed_count': 3}",,@MarshaBlackburn How come so many Republicans are in bed with the Chinese,2023-02-03 22:18:48+00:00,36257,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 4}",TRUE,  how come so many republican be in bed with the chinese ,['negative'],,,,
PatriotsDanny,"{'followers_count': 72, 'following_count': 75, 'tweet_count': 4658, 'listed_count': 0}",,@FandySandy45 @JustinF51443033 @nypost That is not exactly what happened you republican hacks,2023-02-03 22:18:48+00:00,97537,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 4}",TRUE,    that be not exactly what happen you republican hack ,['negative'],,,,
SharonLTime,"{'followers_count': 295, 'following_count': 670, 'tweet_count': 5729, 'listed_count': 1}",,@DiogenesLamp0 @Joshuajered She was a black Republican. I’ve seen enough to know that deepstate takes this very seriously.,2023-02-03 22:18:47+00:00,72064,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   she be a black republican I ve see enough to know that deepstate take this very seriously ,['negative'],,,,
Petefarnham,"{'followers_count': 5883, 'following_count': 6210, 'tweet_count': 23982, 'listed_count': 2}",Virginia,"Welcome to 2023 and the further descent of the GOP into paranoia, race-baiting, and scaremongering about the ‘red menace.’  

https://t.co/pAmmUuQQv4",2023-02-03 22:18:46+00:00,28547,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,welcome to   and the further descent of the gop into paranoia racebaite and scaremongere about the red menace   ,['positive'],,,,
No1realdeal7rw,"{'followers_count': 2769, 'following_count': 4950, 'tweet_count': 19266, 'listed_count': 5}",Nevada,Over half of the House GOP and nearly all Senate Republicans signed briefs urging the Supreme Court to block Biden's student-loan forgiveness https://t.co/OCoywnMTtf,2023-02-03 22:18:46+00:00,90016,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,over half of the house gop and nearly all senate republicans sign brief urge the supreme court to block biden studentloan forgiveness ,['negative'],,,,
ClaudiaH201,"{'followers_count': 33, 'following_count': 154, 'tweet_count': 1989, 'listed_count': 0}",,@IuliiaMendel @ArthurC54762353 I thought it was Boebert’s kids homeschool?  Many Republicans are in favor of this type of education here in the US including a few priests and bishops agree.  So sad!  But books groom kids they say!,2023-02-03 22:18:45+00:00,32641,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   I think it be boebert kid homeschool   many republicans be in favor of this type of education here in the us include a few priest and bishop agree   so sad   but books groom kid they say ,['positive'],,,,
groatscotum,"{'followers_count': 22, 'following_count': 108, 'tweet_count': 2001, 'listed_count': 1}",,@Neoavatara @chadfelixg Santos on MSNBC and Rebekah Jones as a Republican convert and CPAC celebrity.,2023-02-03 22:18:45+00:00,7680,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   santo on msnbc and rebekah jones as a republican convert and cpac celebrity ,['negative'],,,,
ScottSaia23,"{'followers_count': 7463, 'following_count': 5017, 'tweet_count': 36784, 'listed_count': 25}",Massachusetts,"I don’t know why Republicans hate the Gay Community so much 

By the time they’re done ensuring the death of all women in America they’re only gonna have George Santos left to sexually assault. 🤦🏻 https://t.co/5SujHtLJTo",2023-02-03 22:18:45+00:00,77249,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,I do not know why republicans hate the gay community so much by the time they re do ensure the death of all woman in america they re only go to have george santos leave to sexually assault   ,['negative'],,,,
Phxflyer,"{'followers_count': 1427, 'following_count': 1440, 'tweet_count': 212137, 'listed_count': 70}",Arizona,"@livelike1776 @FrancoeurPeggy @BarryMarkson1 Republicans created the vote by mail process in this state, and by and large run it at the county level. It’s worked well for more than 30 years. Voter ID is a solution in search of a problem.",2023-02-03 22:18:45+00:00,25505,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,    republican create the vote by mail process in this state and by and large run it at the county level its work well for more than   year voter i d be a solution in search of a problem ,['positive'],,,,
FarmerMikeVa1,"{'followers_count': 1336, 'following_count': 1340, 'tweet_count': 46560, 'listed_count': 0}",,"@NoLieWithBTC No, the Republicans are doing it with the stock market as well. Every time Joe Biden post huge numbers the Republicans tank the stock market. Next gonna be blaming the stock market on Joe Biden. Great economy great job numbers lol unemployment but yet the stock are down.",2023-02-03 22:18:44+00:00,71680,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  no the republicans be do it with the stock market as well every time joe biden post huge number the republicans tank the stock market next go to be blame the stock market on joe biden great economy great job number lol unemployment but yet the stock be down ,['positive'],,,,
JasonAckery3rd,"{'followers_count': 103, 'following_count': 662, 'tweet_count': 15553, 'listed_count': 2}",,"@GreaterGeorgia So I'll assume that you'll follow the national #Republican model and cut services for your more vulnerable citizens in order to pay for this?

Whoops! The GOP accidentally admits tax cuts don’t pay for themselves. https://t.co/AGbHbfKi4W",2023-02-03 22:18:43+00:00,14336,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  so I will assume that you will follow the national   model and cut service for your more vulnerable citizen in order to pay for thiswhoop the gop accidentally admit tax cut do not pay for themselves ,['positive'],,,,
RadarRider3,"{'followers_count': 32, 'following_count': 85, 'tweet_count': 1661, 'listed_count': 1}",Florida,@saras76 @harryjsisson Looks like he focuses on Republicans and drools over CNN &amp; MSNBC due to frustration. I'm betting his only sexual outlet is his fist.,2023-02-03 22:18:43+00:00,10657,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   look like he focus on republicans and drool over cnn amp msnbc due to frustration I be bet his only sexual outlet be his fist ,['positive'],,,,
RobertB20679639,"{'followers_count': 3, 'following_count': 524, 'tweet_count': 828, 'listed_count': 0}",,@merovingians I pray Biden crushes it in 24. Something needs to convince the GOP that this Trump/Q stuff is cancer. Because voters are going to elect a Republican president sooner or later.,2023-02-03 22:18:43+00:00,36192,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'impression_count': 4}",TRUE,  I pray biden crush it in   something need to convince the gop that this trumpq stuff be cancer because voter be go to elect a republican president soon or later ,['positive'],,,,
tangy_tarin,"{'followers_count': 68, 'following_count': 134, 'tweet_count': 1717, 'listed_count': 0}",,@RepMTG Who sold that land to them? You may need to discuss that with their Republican Gov @DougBurgum,2023-02-03 22:18:41+00:00,60352,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",TRUE,  who sell that land to they you may need to discuss that with their republican gov ,['negative'],,,,
JohnPay77636857,"{'followers_count': 18, 'following_count': 158, 'tweet_count': 966, 'listed_count': 0}",Ohio,@bw997 @AmoneyResists Yep. I think they announced that several months ago. No RNC payments for legal fees. Did they lie? DK but they ARE republicans,2023-02-03 22:18:41+00:00,28578,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   yep I think they announce that several month ago no rnc payment for legal fee do they lie dk but they be republican ,['positive'],,,,
charliesmom3863,"{'followers_count': 54, 'following_count': 317, 'tweet_count': 1087, 'listed_count': 1}",,@Jim_Jordan Maybe if Jim Jordan and the Republicans weren't so worried about Hunter Biden's laptop they would have seen that Jared Kushner received over $2 billion from the Saudis. Now that's a problem that should be investigated.,2023-02-03 22:18:41+00:00,57063,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  maybe if jim jordan and the republicans be not so worried about hunter biden laptop they would have see that jared kushner receive over   billion from the saudi now that a problem that should be investigate ,['negative'],,,,
